Date,Sales,Cost Of Sales,Quantity Sold,year_number,month_name,day_name,gross_profit,gross_profit_pct,gross_profit_per_unit,unit_price,avg_unit_price
2015-04-26,200369.8299,210964.7681,5179,2015,April,Sunday,-10594.938199999975,-5.29,-2.05,38.69,37.07
2015-04-27,194028.0618,204053.4989,5014,2015,April,Monday,-10025.43710000001,-5.17,-2,38.7,37.07
2015-04-28,190560.5792,200804.0368,4936,2015,April,Tuesday,-10243.457599999994,-5.38,-2.08,38.61,37.07
2015-04-29,198985.3996,209483.8758,5150,2015,April,Wednesday,-10498.476200000005,-5.28,-2.04,38.64,37.07
2015-04-30,385482.872,406252.0076,9986,2015,April,Thursday,-20769.135600000038,-5.39,-2.08,38.6,37.07
2015-05-01,499703.4147,526206.9372,12937,2015,May,Friday,-26503.52250000002,-5.3,-2.05,38.63,37.07
2015-05-02,461667.0039,496852.802,12217,2015,May,Saturday,-35185.798100000015,-7.62,-2.88,37.79,37.07
2015-05-03,259541.6087,273280.0464,6721,2015,May,Sunday,-13738.43769999998,-5.29,-2.04,38.62,37.07
2015-05-04,320309.2744,336742.6024,8283,2015,May,Monday,-16433.32799999998,-5.13,-1.98,38.67,37.07
2015-05-05,239922.9982,251700.9664,6191,2015,May,Tuesday,-11777.968200000003,-4.91,-1.9,38.75,37.07
2015-05-06,224994.1951,242259.8595,5959,2015,May,Wednesday,-17265.66439999998,-7.67,-2.9,37.76,37.07
2015-05-07,117197.9717,115769.0863,2848,2015,May,Thursday,1428.8853999999992,1.22,0.5,41.15,37.07
2015-05-08,330589.1998,355565.0417,8748,2015,May,Friday,-24975.8419,-7.55,-2.86,37.79,37.07
2015-05-09,389972.1198,419827.1365,10329,2015,May,Saturday,-29855.016700000037,-7.66,-2.89,37.76,37.07
2015-05-10,166536.0003,179243.0518,4410,2015,May,Sunday,-12707.051499999972,-7.63,-2.88,37.76,37.07
2015-05-11,198442.9127,213676.4284,5257,2015,May,Monday,-15233.515700000018,-7.68,-2.9,37.75,37.07
2015-05-12,193182.1506,208039.1734,5118,2015,May,Tuesday,-14857.022800000006,-7.69,-2.9,37.75,37.07
2015-05-13,166403.127,179221.5723,4410,2015,May,Wednesday,-12818.445299999992,-7.7,-2.91,37.73,37.07
2015-05-14,149178.6015,160620.2071,3952,2015,May,Thursday,-11441.60560000001,-7.67,-2.9,37.75,37.07
2015-05-15,380592.5776,409812.4327,10084,2015,May,Friday,-29219.855099999986,-7.68,-2.9,37.74,37.07
2015-05-16,413700.1789,445569.7191,10964,2015,May,Saturday,-31869.54019999999,-7.7,-2.91,37.73,37.07
2015-05-17,177159.6731,190811.5779,4695,2015,May,Sunday,-13651.90479999999,-7.71,-2.91,37.73,37.07
2015-05-18,196420.7635,211510.7861,5205,2015,May,Monday,-15090.022599999997,-7.68,-2.9,37.74,37.07
2015-05-19,137940.8722,147846.0522,3638,2015,May,Tuesday,-9905.179999999993,-7.18,-2.72,37.92,37.07
2015-05-20,166176.2838,178568.1805,4394,2015,May,Wednesday,-12391.896699999983,-7.46,-2.82,37.82,37.07
2015-05-21,84604.37757,81763.26739,2012,2015,May,Thursday,2841.1101800000033,3.36,1.41,42.05,37.07
2015-05-22,321821.0203,346487.5203,8526,2015,May,Friday,-24666.5,-7.66,-2.89,37.75,37.07
2015-05-23,418715.4106,450936.2793,11096,2015,May,Saturday,-32220.86869999999,-7.7,-2.9,37.74,37.07
2015-05-24,169541.2659,182419.1414,4489,2015,May,Sunday,-12877.875499999995,-7.6,-2.87,37.77,37.07
2015-05-25,256434.5099,276173.7925,6795,2015,May,Monday,-19739.282599999977,-7.7,-2.9,37.74,37.07
2015-05-26,199385.9124,214719.7528,5283,2015,May,Tuesday,-15333.840399999986,-7.69,-2.9,37.74,37.07
2015-05-27,243554.2243,262251.0801,6453,2015,May,Wednesday,-18696.85580000002,-7.68,-2.9,37.74,37.07
2015-05-28,217746.0129,234483.417,5770,2015,May,Thursday,-16737.404099999985,-7.69,-2.9,37.74,37.07
2015-05-29,472160.7521,508265.147,12507,2015,May,Friday,-36104.394900000014,-7.65,-2.89,37.75,37.07
2015-05-30,546135.4624,588250.1812,14475,2015,May,Saturday,-42114.71880000003,-7.71,-2.91,37.73,37.07
2015-05-31,264637.3653,284828.6597,7009,2015,May,Sunday,-20191.294400000013,-7.63,-2.88,37.76,37.07
2015-06-01,440905.9987,474967.3276,11688,2015,June,Monday,-34061.32890000002,-7.73,-2.91,37.72,37.07
2015-06-02,334318.8978,360168.8271,8863,2015,June,Tuesday,-25849.929300000018,-7.73,-2.92,37.72,37.07
2015-06-03,269835.8286,290492.1063,7148,2015,June,Wednesday,-20656.277699999977,-7.66,-2.89,37.75,37.07
2015-06-04,201146.4893,216428.5004,5326,2015,June,Thursday,-15282.011100000003,-7.6,-2.87,37.77,37.07
2015-06-05,293461.0839,315937.8622,7775,2015,June,Friday,-22476.778299999947,-7.66,-2.89,37.74,37.07
2015-06-06,349413.0098,376094.7218,9255,2015,June,Saturday,-26681.712,-7.64,-2.88,37.75,37.07
2015-06-07,179602.9152,193348.5914,4758,2015,June,Sunday,-13745.676200000016,-7.65,-2.89,37.75,37.07
2015-06-08,109810.5457,106166.0816,2613,2015,June,Monday,3644.4640999999974,3.32,1.39,42.02,37.07
2015-06-09,76956.92035,74212.79057,1830,2015,June,Tuesday,2744.129780000003,3.57,1.5,42.05,37.07
2015-06-10,71199.5884,68669.39496,1694,2015,June,Wednesday,2530.193439999988,3.55,1.49,42.03,37.07
2015-06-11,68988.34667,66539.1652,1642,2015,June,Thursday,2449.181469999996,3.55,1.49,42.01,37.07
2015-06-12,155156.8792,149423.2436,3690,2015,June,Friday,5733.635600000009,3.7,1.55,42.05,37.07
2015-06-13,185109.5231,178347.3694,4404,2015,June,Saturday,6762.153699999995,3.65,1.54,42.03,37.07
2015-06-14,83779.54401,80659.82181,1992,2015,June,Sunday,3119.722200000004,3.72,1.57,42.06,37.07
2015-06-15,149501.5745,143962.8719,3557,2015,June,Monday,5538.70259999999,3.7,1.56,42.03,37.07
2015-06-16,100477.2968,96810.10358,2395,2015,June,Tuesday,3667.193220000001,3.65,1.53,41.95,37.07
2015-06-17,89072.70535,85639.30775,2120,2015,June,Wednesday,3433.3975999999966,3.85,1.62,42.02,37.07
2015-06-18,78746.59586,75673.78199,1875,2015,June,Thursday,3072.813869999998,3.9,1.64,42,37.07
2015-06-19,141913.3824,136017.7504,3376,2015,June,Friday,5895.632000000012,4.15,1.75,42.04,37.07
2015-06-20,169304.2783,162287.9092,4027,2015,June,Saturday,7016.369100000011,4.14,1.74,42.04,37.07
2015-06-21,89512.24284,85781.80703,2128,2015,June,Sunday,3730.43581000001,4.17,1.75,42.06,37.07
2015-06-22,85984.07534,82427.23154,2046,2015,June,Monday,3556.8438000000024,4.14,1.74,42.03,37.07
2015-06-23,64956.46208,62169.77712,1546,2015,June,Tuesday,2786.6849599999987,4.29,1.8,42.02,37.07
2015-06-24,106613.4328,113428.4743,2822,2015,June,Wednesday,-6815.041500000007,-6.39,-2.41,37.78,37.07
2015-06-25,183843.8173,195365.7307,4865,2015,June,Thursday,-11521.91339999999,-6.27,-2.37,37.79,37.07
2015-06-26,319579.7941,339241.6918,8450,2015,June,Friday,-19661.897699999972,-6.15,-2.33,37.82,37.07
2015-06-27,369245.7587,392017.9735,9770,2015,June,Saturday,-22772.214800000016,-6.17,-2.33,37.79,37.07
2015-06-28,185648.4911,197095.1087,4914,2015,June,Sunday,-11446.617599999998,-6.17,-2.33,37.78,37.07
2015-06-29,165557.7618,175871.1109,4385,2015,June,Monday,-10313.349099999992,-6.23,-2.35,37.76,37.07
2015-06-30,212465.0832,225678.9345,5627,2015,June,Tuesday,-13213.85130000001,-6.22,-2.35,37.76,37.07
2015-07-01,305231.9081,324248.8415,8086,2015,July,Wednesday,-19016.93339999998,-6.23,-2.35,37.75,37.07
2015-07-02,250481.6177,266061.9284,6639,2015,July,Thursday,-15580.310699999973,-6.22,-2.35,37.73,37.07
2015-07-03,268410.4807,284592.9947,7104,2015,July,Friday,-16182.513999999966,-6.03,-2.28,37.78,37.07
2015-07-04,316365.4987,335025.0764,8364,2015,July,Saturday,-18659.577700000023,-5.9,-2.23,37.82,37.07
2015-07-05,156873.0437,165968.6245,4146,2015,July,Sunday,-9095.580799999996,-5.8,-2.19,37.84,37.07
2015-07-06,173987.7515,184188.979,4601,2015,July,Monday,-10201.227499999979,-5.86,-2.22,37.82,37.07
2015-07-07,135753.766,143799.5987,3593,2015,July,Tuesday,-8045.832699999999,-5.93,-2.24,37.78,37.07
2015-07-08,84426.50941,84588.96304,2114,2015,July,Wednesday,-162.4536300000036,-0.19,-0.08,39.94,37.07
2015-07-09,70815.19029,71913.06858,1797,2015,July,Thursday,-1097.8782900000078,-1.55,-0.61,39.41,37.07
2015-07-10,125983.1518,127884.5872,3195,2015,July,Friday,-1901.4353999999876,-1.51,-0.6,39.43,37.07
2015-07-11,142378.184,143924.5651,3595,2015,July,Saturday,-1546.3810999999987,-1.09,-0.43,39.6,37.07
2015-07-12,57427.68071,58723.04053,1467,2015,July,Sunday,-1295.3598199999979,-2.26,-0.88,39.15,37.07
2015-07-13,63331.331,64690.05907,1610,2015,July,Monday,-1358.7280700000047,-2.15,-0.84,39.34,37.07
2015-07-14,51241.02855,52509.91622,1307,2015,July,Tuesday,-1268.8876699999964,-2.48,-0.97,39.21,37.07
2015-07-15,80326.44081,81730.2707,2050,2015,July,Wednesday,-1403.8298899999936,-1.75,-0.68,39.18,37.07
2015-07-16,71912.56573,73762.62917,1849,2015,July,Thursday,-1850.063439999998,-2.57,-1,38.89,37.07
2015-07-17,119204.3095,122669.6994,3070,2015,July,Friday,-3465.3898999999947,-2.91,-1.13,38.83,37.07
2015-07-18,129441.2787,132493.4315,3322,2015,July,Saturday,-3052.1528000000108,-2.36,-0.92,38.96,37.07
2015-07-19,77645.74994,79555.63474,1982,2015,July,Sunday,-1909.8847999999998,-2.46,-0.96,39.18,37.07
2015-07-20,69926.65036,71362.51784,1787,2015,July,Monday,-1435.8674800000008,-2.05,-0.8,39.13,37.07
2015-07-21,71973.0443,73851.7884,1846,2015,July,Tuesday,-1878.7441000000108,-2.61,-1.02,38.99,37.07
2015-07-22,44304.89836,45468.83698,1142,2015,July,Wednesday,-1163.9386200000008,-2.63,-1.02,38.8,37.07
2015-07-23,66799.72373,69323.64787,1734,2015,July,Thursday,-2523.924140000003,-3.78,-1.46,38.52,37.07
2015-07-24,125689.5928,130428.2264,3259,2015,July,Friday,-4738.633600000001,-3.77,-1.45,38.57,37.07
2015-07-25,138624.945,143537.3952,3572,2015,July,Saturday,-4912.450199999992,-3.54,-1.38,38.81,37.07
2015-07-26,81715.04533,85089.22343,2109,2015,July,Sunday,-3374.1781000000046,-4.13,-1.6,38.75,37.07
2015-07-27,86842.86136,90242.7941,2242,2015,July,Monday,-3399.932740000004,-3.92,-1.52,38.73,37.07
2015-07-28,56976.78528,59094.07686,1474,2015,July,Tuesday,-2117.2915800000046,-3.72,-1.44,38.65,37.07
2015-07-29,53433.66803,55516.52556,1381,2015,July,Wednesday,-2082.857530000001,-3.9,-1.51,38.69,37.07
2015-07-30,55134.08182,57064.7507,1423,2015,July,Thursday,-1930.6688799999974,-3.5,-1.36,38.74,37.07
2015-07-31,145033.6108,149876.8733,3740,2015,July,Friday,-4843.262500000012,-3.34,-1.29,38.78,37.07
2015-08-01,173306.9065,178699.9759,4453,2015,August,Saturday,-5393.0693999999785,-3.11,-1.21,38.92,37.07
2015-08-02,88154.33871,90828.6617,2258,2015,August,Sunday,-2674.3229900000006,-3.03,-1.18,39.04,37.07
2015-08-03,81142.02785,83114.57681,2074,2015,August,Monday,-1972.54896,-2.43,-0.95,39.12,37.07
2015-08-04,77672.88278,80417.74644,2007,2015,August,Tuesday,-2744.8636600000027,-3.53,-1.37,38.7,37.07
2015-08-05,75483.42255,78024.28468,1948,2015,August,Wednesday,-2540.862129999994,-3.37,-1.3,38.75,37.07
2015-08-06,74354.5701,76978.30524,1922,2015,August,Thursday,-2623.7351400000043,-3.53,-1.37,38.69,37.07
2015-08-07,120326.8763,123707.7616,3088,2015,August,Friday,-3380.8852999999945,-2.81,-1.09,38.97,37.07
2015-08-08,131867.9935,135721.426,3388,2015,August,Saturday,-3853.4324999999953,-2.92,-1.14,38.92,37.07
2015-08-09,75504.00274,77978.69447,1944,2015,August,Sunday,-2474.691730000006,-3.28,-1.27,38.84,37.07
2015-08-10,69968.0777,72665.72553,1812,2015,August,Monday,-2697.6478300000017,-3.86,-1.49,38.61,37.07
2015-08-11,60187.14905,62538.49328,1563,2015,August,Tuesday,-2351.3442300000024,-3.91,-1.5,38.51,37.07
2015-08-12,44698.70075,46849.56715,1171,2015,August,Wednesday,-2150.866399999999,-4.81,-1.84,38.17,37.07
2015-08-13,39463.40906,41414.41837,1035,2015,August,Thursday,-1951.0093100000013,-4.94,-1.89,38.13,37.07
2015-08-14,85794.0969,89898.89423,2247,2015,August,Friday,-4104.797330000001,-4.78,-1.83,38.18,37.07
2015-08-15,117288.0101,122504.3572,3068,2015,August,Saturday,-5216.347099999999,-4.45,-1.7,38.23,37.07
2015-08-16,71056.061,74589.17287,1866,2015,August,Sunday,-3533.1118699999934,-4.97,-1.89,38.08,37.07
2015-08-17,64394.07445,67505.25414,1690,2015,August,Monday,-3111.1796900000045,-4.83,-1.84,38.1,37.07
2015-08-18,35165.97208,36841.96732,922,2015,August,Tuesday,-1675.9952400000038,-4.77,-1.82,38.14,37.07
2015-08-19,23234.1832,24104.08598,604,2015,August,Wednesday,-869.9027800000003,-3.74,-1.44,38.47,37.07
2015-08-20,24754.95718,25407.17407,643,2015,August,Thursday,-652.2168899999997,-2.63,-1.01,38.5,37.07
2015-08-21,76691.28303,78691.95632,2006,2015,August,Friday,-2000.6732899999915,-2.61,-1,38.23,37.07
2015-08-22,102231.2118,104713.0075,2677,2015,August,Saturday,-2481.7957000000024,-2.43,-0.93,38.19,37.07
2015-08-23,56974.86803,57548.98515,1467,2015,August,Sunday,-574.1171200000026,-1.01,-0.39,38.84,37.07
2015-08-24,59442.73112,59785.42861,1528,2015,August,Monday,-342.6974900000059,-0.58,-0.22,38.9,37.07
2015-08-25,217683.3623,246975.7308,6360,2015,August,Tuesday,-29292.368499999982,-13.46,-4.61,34.23,37.07
2015-08-26,275458.8069,307092.2744,8035,2015,August,Wednesday,-31633.46749999997,-11.48,-3.94,34.28,37.07
2015-08-27,228731.8655,252845.4456,6675,2015,August,Thursday,-24113.580099999992,-10.54,-3.61,34.27,37.07
2015-08-28,387639.12,426783.3022,11330,2015,August,Friday,-39144.18219999998,-10.1,-3.45,34.21,37.07
2015-08-29,461188.0049,504578.1888,13484,2015,August,Saturday,-43390.1839,-9.41,-3.22,34.2,37.07
2015-08-30,202249.6772,220152.1868,5913,2015,August,Sunday,-17902.50959999999,-8.85,-3.03,34.2,37.07
2015-08-31,332559.765,361970.2859,9721,2015,August,Monday,-29410.520900000003,-8.84,-3.03,34.21,37.07
2015-09-01,384806.7716,418101.5975,11257,2015,September,Tuesday,-33294.825899999996,-8.65,-2.96,34.18,37.07
2015-09-02,345776.2503,373816.1684,10102,2015,September,Wednesday,-28039.91810000001,-8.11,-2.78,34.23,37.07
2015-09-03,271551.0951,293343.874,7938,2015,September,Thursday,-21792.778900000034,-8.03,-2.75,34.21,37.07
2015-09-04,340440.2055,366359.6586,9936,2015,September,Friday,-25919.453100000042,-7.61,-2.61,34.26,37.07
2015-09-05,364416.7316,392128.3013,10643,2015,September,Saturday,-27711.569699999993,-7.6,-2.6,34.24,37.07
2015-09-06,164719.6045,176647.8427,4800,2015,September,Sunday,-11928.238200000022,-7.24,-2.49,34.32,37.07
2015-09-07,178921.0993,192507.5287,5228,2015,September,Monday,-13586.429399999994,-7.59,-2.6,34.22,37.07
2015-09-08,70286.99781,66639.69805,1810,2015,September,Tuesday,3647.2997599999944,5.19,2.02,38.83,37.07
2015-09-09,76013.6779,72211.10317,1961,2015,September,Wednesday,3802.574729999993,5,1.94,38.76,37.07
2015-09-10,48406.78715,45316.54273,1232,2015,September,Thursday,3090.2444199999954,6.38,2.51,39.29,37.07
2015-09-11,85940.02694,81559.84562,2194,2015,September,Friday,4380.181320000003,5.1,2,39.17,37.07
2015-09-12,57381.75145,54340.89151,1469,2015,September,Saturday,3040.859940000002,5.3,2.07,39.06,37.07
2015-09-13,32479.79639,30763.68812,829,2015,September,Sunday,1716.1082700000006,5.28,2.07,39.18,37.07
2015-09-14,52160.18393,49656.00775,1329,2015,September,Monday,2504.176180000002,4.8,1.88,39.25,37.07
2015-09-15,51002.83957,48601.9675,1300,2015,September,Tuesday,2400.8720699999976,4.71,1.85,39.23,37.07
2015-09-16,30194.71596,28605.4608,773,2015,September,Wednesday,1589.2551600000006,5.26,2.06,39.06,37.07
2015-09-17,29751.22261,28084.23513,760,2015,September,Thursday,1666.9874799999998,5.6,2.19,39.15,37.07
2015-09-18,68504.63944,64881.97565,1755,2015,September,Friday,3622.6637899999987,5.29,2.06,39.03,37.07
2015-09-19,68996.56176,65211.57177,1766,2015,September,Saturday,3784.9899899999946,5.49,2.14,39.07,37.07
2015-09-20,41855.92876,39629.45187,1078,2015,September,Sunday,2226.4768900000054,5.32,2.07,38.83,37.07
2015-09-21,44303.46649,41485.45872,1124,2015,September,Monday,2818.0077699999965,6.36,2.51,39.42,37.07
2015-09-22,46599.29813,43806.73201,1182,2015,September,Tuesday,2792.566120000003,5.99,2.36,39.42,37.07
2015-09-23,125182.7572,138583.8378,3725,2015,September,Wednesday,-13401.080600000016,-10.71,-3.6,33.61,37.07
2015-09-24,150036.805,167704.8554,4492,2015,September,Thursday,-17668.050400000007,-11.78,-3.93,33.4,37.07
2015-09-25,368037.6919,413540.8072,11030,2015,September,Friday,-45503.115300000005,-12.36,-4.13,33.37,37.07
2015-09-26,351319.6381,397626.5851,10528,2015,September,Saturday,-46306.947000000044,-13.18,-4.4,33.37,37.07
2015-09-27,163289.9367,185404.044,4895,2015,September,Sunday,-22114.107300000003,-13.54,-4.52,33.36,37.07
2015-09-28,190892.459,216571.0595,5720,2015,September,Monday,-25678.6005,-13.45,-4.49,33.37,37.07
2015-09-29,143082.1333,162929.0185,4288,2015,September,Tuesday,-19846.88520000002,-13.87,-4.63,33.37,37.07
2015-09-30,323548.7853,368434.8859,9693,2015,September,Wednesday,-44886.100600000005,-13.87,-4.63,33.38,37.07
2015-10-01,402312.3332,459285.8045,12065,2015,October,Thursday,-56973.471300000034,-14.16,-4.72,33.35,37.07
2015-10-02,393635.1749,448390.9658,11758,2015,October,Friday,-54755.79090000002,-13.91,-4.66,33.48,37.07
2015-10-03,451100.0601,515549.3899,13508,2015,October,Saturday,-64449.32980000001,-14.29,-4.77,33.4,37.07
2015-10-04,202902.6249,232360.3272,6085,2015,October,Sunday,-29457.702300000004,-14.52,-4.84,33.34,37.07
2015-10-05,294557.6464,336897.9224,8828,2015,October,Monday,-42340.275999999954,-14.37,-4.8,33.37,37.07
2015-10-06,221618.3282,253291.0623,6636,2015,October,Tuesday,-31672.7341,-14.29,-4.77,33.4,37.07
2015-10-07,63968.38248,61942.84268,1622,2015,October,Wednesday,2025.5397999999986,3.17,1.25,39.44,37.07
2015-10-08,59609.54471,57736.47666,1512,2015,October,Thursday,1873.0680500000017,3.14,1.24,39.42,37.07
2015-10-09,126588.253,122622.3631,3211,2015,October,Friday,3965.8898999999947,3.13,1.24,39.42,37.07
2015-10-10,119755.0116,116003.6869,3037,2015,October,Saturday,3751.3246999999974,3.13,1.24,39.43,37.07
2015-10-11,57413.41048,55617.58464,1456,2015,October,Sunday,1795.8258399999977,3.13,1.23,39.43,37.07
2015-10-12,57749.13694,55933.00858,1465,2015,October,Monday,1816.1283599999952,3.14,1.24,39.42,37.07
2015-10-13,40140.82003,38881.08844,1018,2015,October,Tuesday,1259.731590000003,3.14,1.24,39.43,37.07
2015-10-14,42195.81736,40869.24947,1070,2015,October,Wednesday,1326.5678899999984,3.14,1.24,39.44,37.07
2015-10-15,53490.79747,51799.1659,1357,2015,October,Thursday,1691.6315699999977,3.16,1.25,39.42,37.07
2015-10-16,110809.3158,107331.9805,2810,2015,October,Friday,3477.3352999999915,3.14,1.24,39.43,37.07
2015-10-17,111527.0135,108023.6073,2829,2015,October,Saturday,3503.4061999999976,3.14,1.24,39.42,37.07
2015-10-18,59808.13867,57937.45866,1517,2015,October,Sunday,1870.6800100000037,3.13,1.23,39.43,37.07
2015-10-19,55166.22623,53436.89709,1399,2015,October,Monday,1729.3291400000016,3.13,1.24,39.43,37.07
2015-10-20,42054.68047,40736.15048,1067,2015,October,Tuesday,1318.5299900000027,3.14,1.24,39.41,37.07
2015-10-21,53678.17911,51999.86087,1361,2015,October,Wednesday,1678.3182400000005,3.13,1.23,39.44,37.07
2015-10-22,55930.16864,54177.69006,1419,2015,October,Thursday,1752.4785800000027,3.13,1.24,39.42,37.07
2015-10-23,185771.0015,192527.011,5042,2015,October,Friday,-6756.009499999986,-3.64,-1.34,36.84,37.07
2015-10-24,253116.9132,262409.5694,6872,2015,October,Saturday,-9292.656199999969,-3.67,-1.35,36.83,37.07
2015-10-25,118618.4537,122915.267,3218,2015,October,Sunday,-4296.813300000009,-3.62,-1.34,36.86,37.07
2015-10-26,123320.784,128133.7786,3347,2015,October,Monday,-4812.994600000005,-3.9,-1.44,36.85,37.07
2015-10-27,117051.2772,122175.0003,3177,2015,October,Tuesday,-5123.723100000003,-4.38,-1.61,36.84,37.07
2015-10-28,159299.9891,174699.0767,4532,2015,October,Wednesday,-15399.087599999999,-9.67,-3.4,35.15,37.07
2015-10-29,119047.4099,124349.2655,3231,2015,October,Thursday,-5301.855599999995,-4.45,-1.64,36.85,37.07
2015-10-30,285081.9743,297627.6907,7731,2015,October,Friday,-12545.716399999976,-4.4,-1.62,36.88,37.07
2015-10-31,391656.2126,429832.8348,11148,2015,October,Saturday,-38176.62219999998,-9.75,-3.42,35.13,37.07
2015-11-01,274814.7781,287978.1749,7459,2015,November,Sunday,-13163.396799999988,-4.79,-1.76,36.84,37.07
2015-11-02,269555.0231,281915.1921,7316,2015,November,Monday,-12360.168999999994,-4.59,-1.69,36.84,37.07
2015-11-03,192001.0346,201125.7755,5211,2015,November,Tuesday,-9124.740899999975,-4.75,-1.75,36.85,37.07
2015-11-04,201367.787,220579.9956,5731,2015,November,Wednesday,-19212.208599999984,-9.54,-3.35,35.14,37.07
2015-11-05,111874.559,116637.0343,3036,2015,November,Thursday,-4762.4753000000055,-4.26,-1.57,36.85,37.07
2015-11-06,214540.3331,223738.4327,5822,2015,November,Friday,-9198.099600000016,-4.29,-1.58,36.85,37.07
2015-11-07,280264.2445,306935.1604,7987,2015,November,Saturday,-26670.91590000002,-9.52,-3.34,35.09,37.07
2015-11-08,134136.7287,140236.3033,3640,2015,November,Sunday,-6099.574599999993,-4.55,-1.68,36.85,37.07
2015-11-09,94243.46553,89949.30417,2338,2015,November,Monday,4294.161359999998,4.56,1.84,40.31,37.07
2015-11-10,131436.1979,143823.3864,3744,2015,November,Tuesday,-12387.18849999999,-9.42,-3.31,35.11,37.07
2015-11-11,147893.9415,161665.6006,4216,2015,November,Wednesday,-13771.659100000019,-9.31,-3.27,35.08,37.07
2015-11-12,140238.3905,153481.4534,4000,2015,November,Thursday,-13243.06289999999,-9.44,-3.31,35.06,37.07
2015-11-13,358183.774,391310.3207,10204,2015,November,Friday,-33126.546700000006,-9.25,-3.25,35.1,37.07
2015-11-14,377937.1387,413010.229,10769,2015,November,Saturday,-35073.09029999998,-9.28,-3.26,35.09,37.07
2015-11-15,168729.9624,184673.4885,4803,2015,November,Sunday,-15943.526100000017,-9.45,-3.32,35.13,37.07
2015-11-16,177192.5698,193615.3037,5042,2015,November,Monday,-16422.733899999992,-9.27,-3.26,35.14,37.07
2015-11-17,152368.7491,166625.365,4342,2015,November,Tuesday,-14256.615900000004,-9.36,-3.28,35.09,37.07
2015-11-18,147471.8049,161402.9187,4202,2015,November,Wednesday,-13931.113800000021,-9.45,-3.32,35.1,37.07
2015-11-19,145697.152,159317.6094,4151,2015,November,Thursday,-13620.457399999985,-9.35,-3.28,35.1,37.07
2015-11-20,301033.9865,328965.1433,8567,2015,November,Friday,-27931.156799999997,-9.28,-3.26,35.14,37.07
2015-11-21,309518.0721,338720.0236,8811,2015,November,Saturday,-29201.951500000025,-9.43,-3.31,35.13,37.07
2015-11-22,152504.6317,167600.6509,4345,2015,November,Sunday,-15096.01920000001,-9.9,-3.47,35.1,37.07
2015-11-23,79711.58341,74375.78871,1937,2015,November,Monday,5335.794700000013,6.69,2.75,41.15,37.07
2015-11-24,111021.3791,121456.524,3160,2015,November,Tuesday,-10435.1449,-9.4,-3.3,35.13,37.07
2015-11-25,243161.2592,266054.3699,6924,2015,November,Wednesday,-22893.11069999999,-9.41,-3.31,35.12,37.07
2015-11-26,311443.1812,355343.8718,9273,2015,November,Thursday,-43900.69060000003,-14.1,-4.73,33.59,37.07
2015-11-27,375876.0134,431325.6867,11257,2015,November,Friday,-55449.673300000024,-14.75,-4.93,33.39,37.07
2015-11-28,434639.659,498895.6186,13019,2015,November,Saturday,-64255.9596,-14.78,-4.94,33.39,37.07
2015-11-29,238637.8164,274093.578,7139,2015,November,Sunday,-35455.76159999997,-14.86,-4.97,33.43,37.07
2015-11-30,260653.667,283981.1507,7423,2015,November,Monday,-23327.48370000001,-8.95,-3.14,35.11,37.07
2015-12-01,262394.78,285838.5568,7474,2015,December,Tuesday,-23443.776799999992,-8.93,-3.14,35.11,37.07
2015-12-02,248437.7113,269807.6204,7056,2015,December,Wednesday,-21369.90910000002,-8.6,-3.03,35.21,37.07
2015-12-03,201048.8305,219110.3932,5732,2015,December,Thursday,-18061.56269999998,-8.98,-3.15,35.07,37.07
2015-12-04,317690.7609,345449.5299,9038,2015,December,Friday,-27758.76900000003,-8.74,-3.07,35.15,37.07
2015-12-05,378527.8726,410385.037,10737,2015,December,Saturday,-31857.16440000001,-8.42,-2.97,35.25,37.07
2015-12-06,195425.3911,210461.3862,5505,2015,December,Sunday,-15035.9951,-7.69,-2.73,35.5,37.07
2015-12-07,90441.60337,83999.59125,2198,2015,December,Monday,6442.012119999999,7.12,2.93,41.15,37.07
2015-12-08,117649.0006,121640.3798,3190,2015,December,Tuesday,-3991.3791999999958,-3.39,-1.25,36.88,37.07
2015-12-09,141285.3955,145443.0466,3814,2015,December,Wednesday,-4157.651099999988,-2.94,-1.09,37.04,37.07
2015-12-10,133183.6937,137725.8761,3610,2015,December,Thursday,-4542.182399999991,-3.41,-1.26,36.89,37.07
2015-12-11,229672.2563,237672.0164,6227,2015,December,Friday,-7999.760099999985,-3.48,-1.28,36.88,37.07
2015-12-12,333488.7979,359621.0749,9422,2015,December,Saturday,-26132.277000000002,-7.84,-2.77,35.39,37.07
2015-12-13,185422.8856,191390.4013,5014,2015,December,Sunday,-5967.515699999989,-3.22,-1.19,36.98,37.07
2015-12-14,173833.1332,179871.0533,4715,2015,December,Monday,-6037.920099999988,-3.47,-1.28,36.87,37.07
2015-12-15,220271.7214,237123.3433,6212,2015,December,Tuesday,-16851.6219,-7.65,-2.71,35.46,37.07
2015-12-16,234468.0712,251493.9089,6585,2015,December,Wednesday,-17025.837700000004,-7.26,-2.59,35.61,37.07
2015-12-17,213778.1381,230994.3552,6051,2015,December,Thursday,-17216.21709999998,-8.05,-2.85,35.33,37.07
2015-12-18,273563.0148,295854.5523,7750,2015,December,Friday,-22291.537499999977,-8.15,-2.88,35.3,37.07
2015-12-19,337506.7884,362223.1609,9490,2015,December,Saturday,-24716.372499999998,-7.32,-2.6,35.56,37.07
